v,vw,o,c,h,l,t,n
1179.0291101999999,3105.0234,3102.93,3102.57,3108.42,3101.19,1650411000000,10085
4263.895095439997,3089.1286,3102.44,3069.41529477,3108.9,3067.5,1650412800000,14138
1591.1072958699997,3080.4066,3069.53437673,3077.77,3087.8,3068.03,1650414600000,10404
4183.098528549992,3075.2186,3077.82,3080.49,3083.35,3063.5,1650416400000,12114
1868.7398742200005,3087.3611,3080.45,3087.83,3094.5,3080.16,1650418200000,9999
1758.8823679200002,3087.6753,3087.69,3085.55,3093.32603867,3082.64,1650420000000,9605
1336.2397513299998,3085.8775,3085.77,3088.46,3090.5,3082.9,1650421800000,10017
1753.7586534100024,3087.0981,3088.48,3082.17,3091.2,3081.85,1650423600000,9713
1467.6498143000022,3087.2338,3082.27,3092.95,3094.37,3077.02,1650425400000,10117
1399.7930061000022,3090.0506,3092.87,3085.19,3094.7,3083.4,1650427200000,8842
1208.2897648300009,3083.9826,3085.27,3087.61,3088.76,3079.02,1650429000000,9524
1294.7711233200005,3085.527,3087.61,3091.01,3092.43958864,3082.31,1650430800000,8411
1384.2105459100012,3094.2206,3091.0,3100.99,3101.94899306,3087.58,1650432600000,7935
1554.5292168699996,3101.233,3100.83,3097.12,3108.75,3096.41,1650434400000,9484
1121.0013177999995,3099.2698,3097.37,3101.96,3102.1,3095.31,1650436200000,7616
3249.576397180002,3098.7545,3101.98,3092.31,3120.37,3086.0,1650438000000,10862
1193.0886567499995,3092.5663,3092.38,3090.44,3096.06,3087.29,1650439800000,9275
900.1600309,3095.013,3090.47,3100.55,3102.25,3087.24,1650441600000,7007
1248.0485449200003,3100.6401,3100.29,3101.93,3105.42,3097.2,1650443400000,6229
3474.7472778399924,3104.9692,3101.93,3110.24,3113.13,3096.51,1650445200000,8082
2772.6449991499967,3110.4738,3112.0,3107.55,3117.08,3100.19,1650447000000,10630
2207.482923310001,3107.8442,3107.62,3119.45,3122.14,3098.13,1650448800000,9579
3988.6774449499985,3125.6672,3119.36,3127.62,3137.98,3114.2,1650450600000,13490
1865.2529381600016,3123.9229,3127.34,3127.12,3129.4,3116.44,1650452400000,9258
10353.177015790032,3148.2415,3127.12,3155.15,3172.77,3123.89,1650454200000,19896
8253.135409430024,3154.9237,3155.14,3148.7,3163.84,3139.31,1650456000000,14028
3348.355638760001,3158.0621,3148.97,3157.7,3163.45,3147.46,1650457800000,13139
2389.1933134900005,3150.7554,3157.69,3148.22,3158.9,3145.6,1650459600000,12565
13926.588027839978,3113.4309,3148.5,3104.21,3153.6,3089.55,1650461400000,26403
6793.666200540003,3104.5411,3104.07,3103.03,3113.99,3092.11,1650463200000,16084
4278.4020736400025,3102.8417,3103.05,3100.59,3110.81,3096.2,1650465000000,13718
8987.257568650011,3071.8307,3100.76,3061.68,3101.72,3051.02,1650466800000,19902
4520.595978030003,3065.7167,3061.28,3069.4,3072.35714131,3056.81,1650468600000,16694
4430.573490950002,3064.3896,3069.41,3071.12,3073.8,3055.05,1650470400000,15758
3146.4299557000036,3079.3801,3071.35,3082.9,3085.48074349,3067.83,1650472200000,15826
3159.095658490002,3080.3853,3083.05,3076.57,3089.19,3072.48,1650474000000,14789
2118.1868648800037,3078.9905,3076.53,3082.17,3085.38,3073.45,1650475800000,13204
3121.5402432100022,3070.3438,3082.06,3060.19,3082.64,3057.72,1650477600000,14141
7628.863922379999,3049.2644,3060.43,3050.63,3063.6,3032.72,1650479400000,18209
3274.1505817700063,3060.1202,3050.48,3071.42,3072.9,3046.97,1650481200000,15380
3498.065475309999,3073.3249,3071.41,3067.76,3080.24,3065.11,1650483000000,15558
4472.188735959994,3072.0605,3067.76,3070.08,3084.33,3059.39,1650484800000,15700
1959.1968464200013,3080.0504,3070.09,3086.01,3087.46,3068.88,1650486600000,12257
2328.091700199999,3083.2881,3086.0,3087.85,3089.7,3078.03,1650488400000,10861
1159.0476011400003,3083.5674,3088.18,3085.7,3089.59935776,3077.56,1650490200000,10171
2341.5752763200035,3088.349,3085.74,3090.27,3098.0,3078.81,1650492000000,12505
1860.4512524299976,3090.4777,3090.24,3086.12,3095.3,3083.51,1650493800000,11028
1354.8722885000013,3079.056,3086.19,3083.78,3088.39,3070.26,1650495600000,11251
1148.7598942299999,3078.3356,3083.78,3077.06,3084.05,3070.52,1650497400000,11169
2410.758408750002,3080.892,3077.17,3080.0,3088.18,3071.27,1650499200000,12691
1692.017109980003,3085.0533,3079.78,3086.76,3091.28,3077.83,1650501000000,10118
2061.2716830200015,3088.854,3086.45,3093.34,3095.8,3081.52,1650502800000,11473
5654.9040281499865,3100.0409,3093.21,3101.32116585,3105.32,3091.22,1650504600000,13402
1798.3022401199992,3102.0221,3101.65,3100.36,3106.9,3096.42,1650506400000,10000
1779.5969589399979,3092.8015,3100.35,3092.55,3101.1,3088.57,1650508200000,9463
1231.4992272999998,3090.4091,3092.56,3094.46,3096.99148779,3084.66,1650510000000,9766
923.8135374000005,3094.3804,3094.12,3098.32,3099.31,3088.69,1650511800000,8612
1515.3139008199987,3098.5929,3097.89,3095.38,3105.88,3093.97,1650513600000,9509
2728.788557099999,3085.2905,3095.35,3084.47,3098.1,3077.62309734,1650515400000,10367
2522.8323769499993,3091.7668,3084.16,3087.75,3097.01,3081.04,1650517200000,8224
1446.9365501200007,3079.4349,3087.55,3073.71,3088.16,3071.37,1650519000000,8301
1430.9467545500013,3073.5161,3073.63,3077.1,3079.31,3067.45,1650520800000,10404
1288.9096665500008,3079.3192,3077.1,3078.52,3083.5,3074.74,1650522600000,8697
1220.2760896800007,3081.3353,3078.58,3086.1,3090.14,3074.49,1650524400000,8676
1742.2897076299982,3096.1491,3086.63,3101.56,3106.40669741,3084.22,1650526200000,9645
2243.00781781,3102.4588,3101.59,3100.09,3111.7,3095.0,1650528000000,10566
1344.8414606600008,3101.376,3100.09,3102.31,3107.52,3095.17,1650529800000,7724
1227.078991320001,3099.323,3102.7,3103.44,3104.6,3095.97,1650531600000,7396
1799.046943150003,3091.3586,3103.07,3089.61,3105.9,3084.11,1650533400000,8581
2933.8454118799946,3113.7533,3089.54,3118.2,3129.2,3087.1,1650535200000,12469
2798.988867709998,3131.2678,3118.08,3129.08,3140.9,3114.74,1650537000000,12121
3006.285636219998,3139.2557,3129.8,3142.33,3145.0,3127.27,1650538800000,11822
4650.590493179996,3151.6776,3142.39578133,3151.52,3160.9,3142.25,1650540600000,14441
4108.010824500001,3154.4851,3152.13354444,3150.2,3165.99,3141.55,1650542400000,14278
6635.038281720001,3165.5213,3149.99,3163.12,3181.9,3144.97,1650544200000,19562
4742.691941900005,3163.8809,3163.03,3166.3,3173.78,3154.43,1650546000000,15155
10487.969078019963,3164.4394,3166.35,3156.11,3179.71,3151.12,1650547800000,19649
5986.6482236099955,3151.4357,3156.42,3152.9,3158.47898483,3144.18,1650549600000,16851
5589.601829420001,3147.5513,3153.0,3149.01,3157.63,3142.29,1650551400000,15738
5061.303385530003,3147.7564,3149.12,3146.48,3154.08,3142.1,1650553200000,14919
8615.878516939983,3123.451,3146.29,3105.52,3149.21191305,3102.72,1650555000000,22090
7145.646328330003,3099.2641,3105.49,3090.1,3108.9,3087.98,1650556800000,19148
6508.729266599996,3090.1521,3089.79,3079.46,3100.3,3078.13,1650558600000,17153
9236.402873889983,3078.4708,3079.45,3090.13,3090.78,3067.02,1650560400000,18517
7774.579064839994,3069.6628,3090.13,3066.74,3091.2,3060.01,1650562200000,20162
8593.119659989981,3064.0909,3066.74,3067.56,3073.2,3055.38,1650564000000,19049
6034.560845160002,3063.5806,3067.54,3058.79,3073.54,3052.0,1650565800000,16325
5893.8720042899995,3053.5043,3058.78,3062.25,3064.92537085,3046.45,1650567600000,18215
9436.539151919984,3040.4845,3062.57,3028.4,3068.5,3021.83,1650569400000,24270
7309.953563199989,3024.4416,3026.58,3025.06,3035.4,3016.3,1650571200000,20097
9713.463105589983,3004.989,3025.06,3000.62,3028.57289432,2992.29,1650573000000,21436
3795.901587280005,3005.4496,3000.8,3008.37,3012.53,2997.85,1650574800000,15010
2549.9591572100026,3009.2278,3008.21,3002.95,3017.38,3002.44,1650576600000,13186
6188.935635809989,2998.8493,3002.82,2980.38,3013.68,2975.0,1650578400000,17367
16949.65791101992,2967.4158,2980.37,2983.75,2992.0,2938.63,1650580200000,28082
2298.9446261800026,2979.6646,2983.59,2981.61,2987.56,2972.2,1650582000000,14958
1907.310868750003,2986.2797,2981.4,2983.94,2991.6,2980.51,1650583800000,12809
3900.216214749997,2981.7454,2983.72,2987.34,2990.17,2968.88,1650585600000,14518
4162.202043400003,2985.8034,2987.33,2987.68,3002.3,2968.44,1650587400000,14514
2359.295696100004,2988.9974,2987.61,2992.49,2995.5,2980.48,1650589200000,11778
2467.6774120899986,2995.163,2992.34,2997.2,3002.56,2988.31,1650591000000,12134
2633.7789671600012,3002.1344,2997.32,3005.69,3007.59,2996.78,1650592800000,11029
1919.1610205700013,3002.7151,3005.99,2999.72,3009.18473424,2992.73,1650594600000,10275
1774.325464020002,3003.3567,3000.16,3001.31,3010.49757873,2994.44,1650596400000,9598
1567.9371244700005,2999.9712,3001.27,2995.69,3007.55,2993.5,1650598200000,8931
2298.4949802200003,3003.1429,2995.68,3007.41,3009.74484442,2991.57,1650600000000,8534
1609.2660475300022,3008.412,3007.37,3015.92,3017.23,3002.39,1650601800000,8093
3243.543287859998,3017.668,3015.96,3016.09,3022.36,3011.07,1650603600000,9445
1786.8484291599987,3014.383,3016.62,3013.08,3018.6,3009.98,1650605400000,7600
1353.13001037,3017.2773,3012.89,3016.45,3022.48,3011.55,1650607200000,7155
1020.9721858499998,3012.659,3016.15,3012.35,3017.99735132,3009.08,1650609000000,7237
3201.1053125499984,3000.2939,3012.13,2994.82,3017.2,2988.15,1650610800000,10631
8486.369545709982,3011.5153,2994.56,3020.24,3034.7,2986.0,1650612600000,16008
2724.4728377300007,3016.6166,3020.22,3004.58,3029.6,3002.25,1650614400000,11563
2985.3459156900003,3005.4678,3004.39,3000.69,3015.01,2994.24,1650616200000,11721
1892.8488812400026,3000.4704,3000.4,3002.24,3005.75,2993.62,1650618000000,9234
3330.272734339995,2987.9532,3002.22,2985.85,3005.4,2975.54,1650619800000,10864
2049.928983740003,2988.688,2986.01,2993.81,3000.0,2976.51,1650621600000,10425
1624.1838114000016,3001.4961,2993.61,3005.75,3010.54,2987.63,1650623400000,9383
1905.4565398499992,3011.8068,3005.84,3014.93,3019.29,2999.25,1650625200000,9760
2050.4159939000037,3011.4565,3014.98,3015.09,3017.99,3003.65,1650627000000,9269
2087.4505520600014,3012.825,3015.08,3010.42,3020.81,3004.71,1650628800000,10774
2124.1520249900004,3002.674,3010.6,3001.49,3014.27,2997.63,1650630600000,10501
3706.345419390004,2997.7197,3001.12,3005.2,3006.8398748,2988.76,1650632400000,12653
13107.042791189939,2992.5622,3005.27,2988.86,3017.6,2974.98594716,1650634200000,23398
7608.341691319996,2981.9366,2988.86,2964.84,3002.3,2960.01,1650636000000,19708
6501.900101930002,2972.8329,2964.52,2973.1,2983.68,2962.22,1650637800000,18342
6348.117306149996,2974.6566,2973.18,2969.98,2988.33,2958.96,1650639600000,18413
7979.612533539979,2954.5176,2969.76,2948.98,2974.5,2941.9,1650641400000,20040
9572.499282849958,2947.2281,2950.0,2959.49,2965.9,2933.13,1650643200000,24461
7114.497233520006,2954.8215,2959.3,2947.73,2966.78523539,2943.36,1650645000000,18963
5906.07929020001,2952.0953,2947.54,2956.83,2963.8,2941.98,1650646800000,18996
4203.557412060008,2956.8764,2956.82,2949.17,2965.0,2947.77,1650648600000,16485
5148.814289380004,2958.7353,2949.24,2962.37,2975.1,2942.06,1650650400000,17153
3721.4324272800072,2961.2852,2962.4,2969.76,2970.42,2953.11,1650652200000,14441
7617.963950289994,2968.0865,2969.76,2972.0,2978.59,2953.8,1650654000000,19418
5209.749678500005,2967.8913,2972.01,2956.12,2983.8,2952.7,1650655800000,21267
2611.0574161900045,2960.3873,2956.09,2957.7,2967.41,2953.79,1650657600000,14036
2481.0797804900003,2967.5917,2957.43,2972.56,2973.03,2957.0,1650659400000,11490
1522.09730217,2967.4418,2972.54,2968.0,2973.46,2961.0,1650661200000,10197
1251.5628528200007,2967.3048,2968.0,2964.53,2972.5,2961.08,1650663000000,10977
3616.1547613300027,2952.8531,2964.54,2953.78,2966.8,2936.9,1650664800000,15324
1487.380200199999,2954.0802,2953.83,2959.28,2961.0,2947.39,1650666600000,11159
1895.0695447499984,2961.4941,2959.04,2963.31,2966.8,2953.31,1650668400000,13458
1842.6032150600013,2964.7777,2964.0,2963.05,2971.4,2957.2,1650670200000,14476
2771.4236616000044,2966.1357,2963.03,2961.52,2975.9,2956.36,1650672000000,13486
1271.576285229999,2958.2569,2961.57,2955.83,2963.35,2954.55,1650673800000,10034
1195.2884412800001,2958.904,2955.63,2962.28,2965.2,2954.71,1650675600000,10483
988.4568072200002,2964.0115,2962.3,2963.31,2971.1,2959.38,1650677400000,9849
1069.4339219000008,2959.3871,2963.6,2960.24,2965.9,2955.56,1650679200000,10895
1103.0163621600004,2958.0895,2960.35,2959.24,2964.8,2952.6,1650681000000,9633
1869.483190230001,2954.3587,2959.49,2947.93,2961.6,2946.92,1650682800000,10030
1204.6315225400003,2947.8998,2947.98,2947.62,2953.06,2943.23,1650684600000,9952
5476.694953369996,2930.6042,2947.62,2924.48,2956.88,2917.0,1650686400000,16615
2536.301618679997,2931.8891,2924.73,2948.68,2950.47,2920.97,1650688200000,12141
1126.67445343,2951.0475,2948.7,2953.54,2955.7,2944.85,1650690000000,8601
1242.4742369000005,2955.4154,2954.6,2956.16,2961.7,2948.98,1650691800000,7543
1038.8454255700003,2958.4816,2956.12,2957.49,2966.6,2951.27,1650693600000,8349
554.2090593399998,2955.7234,2957.09,2953.7,2960.14493219,2952.29,1650695400000,6306
760.8044587900004,2957.7334,2953.69,2958.43,2961.6,2953.2,1650697200000,6363
429.4962271300003,2957.1666,2958.2,2960.24,2961.3,2953.64,1650699000000,6772
660.214737660001,2958.8369,2959.93,2961.75,2963.3,2954.33,1650700800000,6451
1071.7968655399998,2966.0879,2961.41,2964.92,2970.8,2959.66,1650702600000,7501
581.3308578400007,2961.7817,2964.92,2959.53,2967.5,2958.01,1650704400000,6498
941.7367424200016,2958.2465,2959.54,2955.87,2964.5,2953.69,1650706200000,6629
538.52200359,2958.1808,2955.87,2957.4,2961.4,2955.03,1650708000000,5153
595.4337047899999,2958.5574,2956.72,2958.45,2963.0,2953.72,1650709800000,5182
763.0876631200001,2960.919,2958.78,2962.71,2965.87,2956.89,1650711600000,6185
630.6407894400003,2960.9532,2962.59,2959.8,2963.81,2957.51,1650713400000,6249
1339.6517092600022,2956.8861,2959.8,2969.37,2970.0,2947.28,1650715200000,8425
897.69744348,2966.1732,2969.57,2962.99,2972.76,2962.13,1650717000000,8763
